subset_settings,BytedTsinghua-SIA/DAPO-Qwen-32B,Qwen/QwQ-32B,open-thoughts/OpenThinker-7B,openai/gpt-oss-20b-high,openai/gpt-oss-20b-low,openai/gpt-oss-20b-medium,Consistency Rate
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.4,0.22,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V2', 'original')",0.22,0.35,0.22,0.47,0.4,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.4,0.35,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V1')",0.22,0.35,0.22,0.47,0.41,0.0,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22,0.35,0.22,0.47,0.41,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.22,0.35,0.22,0.47,0.41,0.43,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.41,0.22,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.22,0.35,0.22,0.47,0.41,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.41,0.35,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V2')",0.22,0.35,0.22,0.47,0.38,0.0,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22,0.35,0.22,0.47,0.38,0.44,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.22,0.35,0.22,0.47,0.38,0.43,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.38,0.22,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.22,0.35,0.22,0.47,0.38,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.38,0.35,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.3175,0.22,0.47,0.49,0.22000000000000003,0.202
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'original')",0.22000000000000003,0.32399999999999995,0.22000000000000003,0.4699999999999999,0.49000000000000005,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'original', 'Empty Thought')",0.22,0.35,0.22,0.47,0.49,0.44,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'original', 'Ensembled Thought V1')",0.22,0.35,0.22,0.47,0.49,0.43,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.49,0.22,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'original', 'original')",0.22,0.35,0.22,0.47,0.49,0.48,0.15
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.22,0.47,0.49,0.35,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.3175,0.22,0.47,0.49,0.35,0.182
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.285,0.20333333333333334,0.47,0.49,0.35,0.193
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22000000000000003,0.27199999999999996,0.20600000000000002,0.47,0.49,0.35,0.22399999999999998
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Empty Thought')",0.22,0.35,0.35,0.0,0.45,0.44,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Empty Thought', 'Empty Thought')",0.22,0.35,0.35,0.0,0.45,0.44,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Empty Thought', 'Ensembled Thought V1')",0.22,0.35,0.35,0.0,0.45,0.43,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.0,0.45,0.22,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Empty Thought', 'original')",0.22,0.35,0.35,0.0,0.45,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.0,0.45,0.35,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1')",0.22,0.3499999999999999,0.3499999999999999,0.41,0.44,0.43,0.21333333333333335
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought')",0.22,0.3499999999999999,0.3499999999999999,0.41,0.445,0.44,0.17666666666666667
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.22,0.35,0.35,0.41,0.45,0.44,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.22,0.35,0.35,0.41,0.45,0.43,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.45,0.22,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.22,0.35,0.35,0.41,0.45,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.45,0.35,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.22,0.3499999999999999,0.3499999999999999,0.41,0.44,0.43,0.19666666666666668
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.22,0.35,0.35,0.41,0.44,0.44,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.22,0.35,0.35,0.41,0.44,0.43,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.44,0.22,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.22,0.35,0.35,0.41,0.44,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.44,0.35,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.22,0.35,0.35,0.41,0.4,0.0,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.22,0.35,0.35,0.41,0.4,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.22,0.35,0.35,0.41,0.4,0.43,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.4,0.22,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.22,0.35,0.35,0.41,0.4,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.4,0.35,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.22,0.35,0.35,0.41,0.41,0.0,0.21
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22,0.35,0.35,0.41,0.41,0.44,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.22,0.35,0.35,0.41,0.41,0.43,0.19
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.41,0.22,0.21
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.22,0.35,0.35,0.41,0.41,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.41,0.35,0.21
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.22,0.35,0.35,0.41,0.38,0.0,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22,0.35,0.35,0.41,0.38,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.22,0.35,0.35,0.41,0.38,0.43,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.38,0.22,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.22,0.35,0.35,0.41,0.38,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.38,0.35,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.44,0.22,0.22
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'original')",0.22,0.3499999999999999,0.3499999999999999,0.41,0.46499999999999997,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.22,0.35,0.35,0.41,0.49,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.22,0.35,0.35,0.41,0.49,0.43,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.49,0.22,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'original')",0.22,0.35,0.35,0.41,0.49,0.48,0.16
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.49,0.35,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.41,0.44,0.35,0.22
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2')",0.22,0.35,0.35,0.0,0.4,0.0,0.22
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Empty Thought')",0.22,0.35,0.35,0.0,0.4,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.22,0.35,0.35,0.0,0.4,0.43,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.0,0.4,0.22,0.22
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'original')",0.22,0.35,0.35,0.0,0.4,0.48,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.0,0.4,0.35,0.22
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1')",0.22,0.35,0.35,0.0,0.41,0.0,0.24
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22,0.35,0.35,0.0,0.41,0.44,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.22,0.35,0.35,0.0,0.41,0.43,0.2
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.0,0.41,0.22,0.24
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'original')",0.22,0.35,0.35,0.0,0.41,0.48,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.22,0.35,0.35,0.0,0.41,0.35,0.24
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V2')",0.22,0.35,0.35,0.0,0.38,0.0,0.21
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.22,0.35,0.35,0.0,0.38,0.44,0.17
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.22,0.35,0.35,0.0,0.38,0.43,0.18
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.22,0.35,0.35,0.0,0.38,0.22,0.21
