original_row,original_col,group,model,criterion,value,model_label
13,"purple-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
1,"purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
5,"purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
7,"purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,2.0,QwQ+OSS/DAPO
10,"purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,2.0,QwQ+OSS/DAPO
11,"purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
14,"purple-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
0,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
2,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
3,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
4,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
6,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
8,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
9,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,2.0,QwQ+OSS/DAPO
11,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
13,"purple-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
0,"purple-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
4,"purple-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
7,"purple-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
10,"purple-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
11,"purple-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
13,"purple-model-87 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
1,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0,QwQ+OSS/DAPO
3,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
5,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0,QwQ+OSS/DAPO
6,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
7,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,2.0,QwQ+OSS/DAPO
8,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
10,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
12,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
14,"purple-model-694 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
0,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
1,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
2,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
3,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,2.0,QwQ+OSS/DAPO
4,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
6,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
10,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
11,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
13,"purple-model-89 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0,QwQ+OSS/DAPO
0,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0,QwQ+OSS/DAPO
2,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
5,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
6,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
8,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
10,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
12,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,2.0,QwQ+OSS/DAPO
14,"purple-model-366 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
0,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0,QwQ+OSS/DAPO
1,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,3.0,QwQ+OSS/DAPO
4,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,4.0,QwQ+OSS/DAPO
7,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
9,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
11,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,5.0,QwQ+OSS/DAPO
13,"purple-model-371 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",purple-model_Clarity_of_Steps,purple-model,Clarity of Steps,1.0,QwQ+OSS/DAPO
2,"purple-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,4.0,QwQ+OSS/DAPO
3,"purple-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,1.0,QwQ+OSS/DAPO
4,"purple-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,4.0,QwQ+OSS/DAPO
6,"purple-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,5.0,QwQ+OSS/DAPO
9,"purple-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,3.0,QwQ+OSS/DAPO
12,"purple-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,2.0,QwQ+OSS/DAPO
14,"purple-model-185 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,3.0,QwQ+OSS/DAPO
1,"purple-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,3.0,QwQ+OSS/DAPO
2,"purple-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,3.0,QwQ+OSS/DAPO
3,"purple-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,1.0,QwQ+OSS/DAPO
5,"purple-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,5.0,QwQ+OSS/DAPO
8,"purple-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,4.0,QwQ+OSS/DAPO
9,"purple-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,4.0,QwQ+OSS/DAPO
12,"purple-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,3.0,QwQ+OSS/DAPO
14,"purple-model-71 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,3.0,QwQ+OSS/DAPO
5,"purple-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,4.0,QwQ+OSS/DAPO
7,"purple-model-614 - Ease of Following: The answer follows clearly from the reasoning steps. (1 = Very difficult, 5 = Very easy)",purple-model_Ease_of_Following,purple-model,Ease of Following,3.0,QwQ+OSS/DAPO
