subset_settings,Consistency Rate
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V1')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.115
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original')",0.105
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Empty Thought')",0.10166666666666667
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Empty Thought', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.10500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Empty Thought', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V1')",0.10833333333333334
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V2')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.11
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.1075
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original')",0.09999999999999999
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Empty Thought')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1')",0.105
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.105
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'original')",0.095
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.095
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.0975
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer', 'qwen_qwq-32bComplete Thought Transfer')",0.1
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer')",0.3525
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Empty Thought')",0.29000000000000004
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Empty Thought', 'Empty Thought')",0.26
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Empty Thought', 'Ensembled Thought V1')",0.2875
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14500000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Empty Thought', 'original')",0.2825
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.245
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1')",0.33666666666666667
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought')",0.2733333333333334
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.23750000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.265
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14250000000000002
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.26
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.225
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.32416666666666666
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.2625
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.3125
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.1525
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.3025
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.23500000000000001
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.28500000000000003
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.26
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.28500000000000003
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.1525
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.28
"('openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'openai_gpt-oss-20bComplete Thought Transfer', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23500000000000001
